Found shorter combination to 9 20 with  
Found shorter combination to 41 15 with  
Found shorter combination to 108 20 with  
Found shorter combination to 199 25 with 34C3_i_ 
Found shorter combination to 237 25 with 34C3_j_ 
Found shorter combination to 118 25 with 34C3_k_ 
Found shorter combination to 251 60 with 34C3_l_ 
Found shorter combination to 214 25 with 34C3_m_ 
Found shorter combination to 142 65 with 34C3_n_ 
Found shorter combination to 168 65 with 34C3_q_ 
Found shorter combination to 114 65 with 34C3_w_ 
Found shorter combination to 156 60 with 34C3_x_ 
Found shorter combination to 17 65 with 34C3_x_ 
Found shorter combination to 27 65 with 34C3_0_ 
Found shorter combination to 172 65 with 34C3_2_ 
Found shorter combination to 48 25 with 34C3_7_ 
Found shorter combination to 110 65 with 34C3_"_ 
Found shorter combination to 110 25 with 34C3_._ 
Found shorter combination to 153 75 with 34C3_Aa 
Found shorter combination to 134 35 with 34C3_Ba 
Found shorter combination to 101 35 with 34C3_Ca 
Found shorter combination to 81 35 with 34C3_Da 
Found shorter combination to 27 75 with 34C3_Fa 
Found shorter combination to 244 75 with 34C3_Ia 
Found shorter combination to 123 75 with 34C3_Ja 
Found shorter combination to 45 75 with 34C3_Ka 
Found shorter combination to 172 75 with 34C3_La 
Found shorter combination to 239 75 with 34C3_Ma 
Found shorter combination to 168 35 with 34C3_Na 
Found shorter combination to 29 35 with 34C3_Oa 
Found shorter combination to 82 75 with 34C3_Ta 
Found shorter combination to 224 35 with 34C3_Wa 
Found shorter combination to 114 75 with 34C3_Xa 
Found shorter combination to 149 35 with 34C3_Za 
Found shorter combination to 160 75 with 34C3__a 
Found shorter combination to 50 75 with 34C3_aa 
Found shorter combination to 101 75 with 34C3_ba 
Found shorter combination to 33 75 with 34C3_da 
Found shorter combination to 152 60 with 34C3_da 
Found shorter combination to 109 35 with 34C3_fa 
Found shorter combination to 242 35 with 34C3_ga 
Found shorter combination to 65 75 with 34C3_ha 
Found shorter combination to 64 75 with 34C3_ia 
Found shorter combination to 234 75 with 34C3_ja 
Found shorter combination to 188 75 with 34C3_ka 
Found shorter combination to 192 35 with 34C3_ma 
Found shorter combination to 131 75 with 34C3_na 
Found shorter combination to 128 75 with 34C3_ra 
Found shorter combination to 65 35 with 34C3_wa 
Found shorter combination to 62 35 with 34C3_0a 
Found shorter combination to 73 75 with 34C3_4a 
Found shorter combination to 78 75 with 34C3_8a 
Found shorter combination to 39 75 with 34C3_9a 
Found shorter combination to 241 75 with 34C3_"a 
Found shorter combination to 255 35 with 34C3_.a 
Found shorter combination to 213 50 with 34C3_Ab 
Found shorter combination to 144 10 with 34C3_Bb 
Found shorter combination to 85 10 with 34C3_Jb 
Found shorter combination to 140 10 with 34C3_Kb 
Found shorter combination to 70 10 with 34C3_Nb 
Found shorter combination to 244 50 with 34C3_Ob 
Found shorter combination to 254 50 with 34C3_Pb 
Found shorter combination to 211 10 with 34C3_Qb 
Found shorter combination to 235 10 with 34C3_Sb 
Found shorter combination to 238 50 with 34C3_Tb 
Found shorter combination to 69 50 with 34C3_Xb 
Found shorter combination to 12 10 with 34C3__b 
Found shorter combination to 215 10 with 34C3_ab 
Found shorter combination to 29 10 with 34C3_cb 
Found shorter combination to 207 10 with 34C3_eb 
Found shorter combination to 204 10 with 34C3_fb 
Found shorter combination to 161 10 with 34C3_gb 
Found shorter combination to 105 10 with 34C3_ib 
Found shorter combination to 123 50 with 34C3_jb 
Found shorter combination to 13 50 with 34C3_lb 
Found shorter combination to 155 10 with 34C3_pb 
Found shorter combination to 195 10 with 34C3_qb 
Found shorter combination to 186 10 with 34C3_rb 
Found shorter combination to 251 10 with 34C3_sb 
Found shorter combination to 71 10 with 34C3_zb 
Found shorter combination to 257 50 with 34C3_0b 
Found shorter combination to 50 50 with 34C3_7b 
Found shorter combination to 120 10 with 34C3_.b 
Found shorter combination to 190 20 with 34C3_Pc 
Found shorter combination to 29 60 with 34C3_qc 
Found shorter combination to 182 20 with 34C3_sc 
Found shorter combination to 256 20 with 34C3_vc 
Found shorter combination to 175 60 with 34C3_.c 
Found shorter combination to 144 5 with 34C3_Bd 
Found shorter combination to 205 45 with 34C3_Cd 
Found shorter combination to 124 5 with 34C3_Ed 
Found shorter combination to 221 5 with 34C3_Gd 
Found shorter combination to 85 5 with 34C3_Jd 
Found shorter combination to 140 5 with 34C3_Kd 
Found shorter combination to 211 5 with 34C3_Qd 
Found shorter combination to 235 5 with 34C3_Sd 
Found shorter combination to 238 45 with 34C3_Td 
Found shorter combination to 12 5 with 34C3__d 
Found shorter combination to 215 5 with 34C3_ad 
Found shorter combination to 173 45 with 34C3_dd 
Found shorter combination to 207 5 with 34C3_ed 
Found shorter combination to 161 5 with 34C3_gd 
Found shorter combination to 88 45 with 34C3_hd 
Found shorter combination to 105 5 with 34C3_id 
Found shorter combination to 13 45 with 34C3_ld 
Found shorter combination to 155 5 with 34C3_pd 
Found shorter combination to 195 5 with 34C3_qd 
Found shorter combination to 186 5 with 34C3_rd 
Found shorter combination to 249 5 with 34C3_yd 
Found shorter combination to 71 5 with 34C3_zd 
Found shorter combination to 120 5 with 34C3_.d 
Found shorter combination to 22 10 with 34C3_Ae 
Found shorter combination to 164 50 with 34C3_Be 
Found shorter combination to 218 10 with 34C3_De 
Found shorter combination to 98 50 with 34C3_Ee 
Found shorter combination to 180 50 with 34C3_He 
Found shorter combination to 182 50 with 34C3_Je 
Found shorter combination to 240 10 with 34C3_Ne 
Found shorter combination to 80 10 with 34C3_Oe 
Found shorter combination to 138 50 with 34C3_Pe 
Found shorter combination to 204 50 with 34C3_Se 
Found shorter combination to 23 50 with 34C3_Te 
Found shorter combination to 95 10 with 34C3_Xe 
Found shorter combination to 155 50 with 34C3_Ye 
Found shorter combination to 95 50 with 34C3_be 
Found shorter combination to 122 10 with 34C3_fe 
Found shorter combination to 254 10 with 34C3_ge 
Found shorter combination to 202 20 with 34C3_ge 
Found shorter combination to 196 10 with 34C3_ke 
Found shorter combination to 231 50 with 34C3_le 
Found shorter combination to 191 50 with 34C3_me 
Found shorter combination to 229 10 with 34C3_re 
Found shorter combination to 89 10 with 34C3_se 
Found shorter combination to 143 50 with 34C3_2e 
Found shorter combination to 251 50 with 34C3_3e 
Found shorter combination to 165 10 with 34C3_4e 
Found shorter combination to 84 50 with 34C3_7e 
Found shorter combination to 18 10 with 34C3_9e 
Found shorter combination to 18 50 with 34C3_"e 
Found shorter combination to 31 35 with 34C3_Af 
Found shorter combination to 202 75 with 34C3_Cf 
Found shorter combination to 88 35 with 34C3_Df 
Found shorter combination to 257 35 with 34C3_Ef 
Found shorter combination to 180 35 with 34C3_Ff 
Found shorter combination to 93 75 with 34C3_Hf 
Found shorter combination to 208 75 with 34C3_If 
Found shorter combination to 49 35 with 34C3_Mf 
Found shorter combination to 124 35 with 34C3_Nf 
Found shorter combination to 140 75 with 34C3_Of 
Found shorter combination to 42 35 with 34C3_Sf 
Found shorter combination to 198 35 with 34C3_Uf 
Found shorter combination to 58 75 with 34C3_Vf 
Found shorter combination to 57 75 with 34C3_Zf 
Found shorter combination to 209 35 with 34C3_af 
Found shorter combination to 129 75 with 34C3_bf 
Found shorter combination to 249 35 with 34C3_gf 
Found shorter combination to 34 75 with 34C3_hf 
Found shorter combination to 232 35 with 34C3_jf 
Found shorter combination to 163 35 with 34C3_mf 
Found shorter combination to 54 75 with 34C3_nf 
Found shorter combination to 28 35 with 34C3_8f 
Found shorter combination to 137 35 with 34C3_9f 
Found shorter combination to 25 35 with 34C3_.f 
Found shorter combination to 144 0 with 34C3_Bg 
Found shorter combination to 205 40 with 34C3_Cg 
Found shorter combination to 221 0 with 34C3_Gg 
Found shorter combination to 198 40 with 34C3_Ig 
Found shorter combination to 85 0 with 34C3_Jg 
Found shorter combination to 140 0 with 34C3_Kg 
Found shorter combination to 147 0 with 34C3_Lg 
Found shorter combination to 211 0 with 34C3_Qg 
Found shorter combination to 235 0 with 34C3_Sg 
Found shorter combination to 238 40 with 34C3_Tg 
Found shorter combination to 246 0 with 34C3_Zg 
Found shorter combination to 12 0 with 34C3__g 
Found shorter combination to 215 0 with 34C3_ag 
Found shorter combination to 35 40 with 34C3_bg 
Found shorter combination to 173 40 with 34C3_dg 
Found shorter combination to 207 0 with 34C3_eg 
Found shorter combination to 161 0 with 34C3_gg 
Found shorter combination to 88 40 with 34C3_hg 
Found shorter combination to 105 0 with 34C3_ig 
Found shorter combination to 13 40 with 34C3_lg 
Found shorter combination to 155 0 with 34C3_pg 
Found shorter combination to 195 0 with 34C3_qg 
Found shorter combination to 186 0 with 34C3_rg 
Found shorter combination to 226 40 with 34C3_wg 
Found shorter combination to 74 0 with 34C3_xg 
Found shorter combination to 71 0 with 34C3_zg 
Found shorter combination to 250 40 with 34C3_8g 
Found shorter combination to 136 0 with 34C3_"g 
Found shorter combination to 120 0 with 34C3_.g 
Found shorter combination to 82 60 with 34C3_Th 
Found shorter combination to 135 60 with 34C3_hh 
Found shorter combination to 65 20 with 34C3_wh 
Found shorter combination to 73 60 with 34C3_4h 
Found shorter combination to 202 65 with 34C3_Ci 
Found shorter combination to 88 25 with 34C3_Di 
Found shorter combination to 257 25 with 34C3_Ei 
Found shorter combination to 180 25 with 34C3_Fi 
Found shorter combination to 93 65 with 34C3_Hi 
Found shorter combination to 208 65 with 34C3_Ii 
Found shorter combination to 27 25 with 34C3_Ki 
Found shorter combination to 49 25 with 34C3_Mi 
Found shorter combination to 140 65 with 34C3_Oi 
Found shorter combination to 184 25 with 34C3_Pi 
Found shorter combination to 105 65 with 34C3_Ri 
Found shorter combination to 42 25 with 34C3_Si 
Found shorter combination to 198 25 with 34C3_Ui 
Found shorter combination to 58 65 with 34C3_Vi 
Found shorter combination to 101 25 with 34C3_Xi 
Found shorter combination to 39 65 with 34C3_Yi 
Found shorter combination to 57 65 with 34C3_Zi 
Found shorter combination to 209 25 with 34C3_ai 
Found shorter combination to 129 65 with 34C3_bi 
Found shorter combination to 222 25 with 34C3_ci 
Found shorter combination to 133 65 with 34C3_ei 
Found shorter combination to 34 65 with 34C3_hi 
Found shorter combination to 232 25 with 34C3_ji 
Found shorter combination to 168 25 with 34C3_li 
Found shorter combination to 163 25 with 34C3_mi 
Found shorter combination to 54 65 with 34C3_ni 
Found shorter combination to 216 65 with 34C3_qi 
Found shorter combination to 245 25 with 34C3_vi 
Found shorter combination to 224 25 with 34C3_yi 
Found shorter combination to 28 25 with 34C3_8i 
Found shorter combination to 137 25 with 34C3_9i 
Found shorter combination to 224 65 with 34C3_"i 
Found shorter combination to 25 25 with 34C3_.i 
Found shorter combination to 153 55 with 34C3_Aj 
Found shorter combination to 134 15 with 34C3_Bj 
Found shorter combination to 81 15 with 34C3_Dj 
Found shorter combination to 27 55 with 34C3_Fj 
Found shorter combination to 244 55 with 34C3_Ij 
Found shorter combination to 123 55 with 34C3_Jj 
Found shorter combination to 45 55 with 34C3_Kj 
Found shorter combination to 172 55 with 34C3_Lj 
Found shorter combination to 239 55 with 34C3_Mj 
Found shorter combination to 29 15 with 34C3_Oj 
Found shorter combination to 82 55 with 34C3_Tj 
Found shorter combination to 114 55 with 34C3_Xj 
Found shorter combination to 116 15 with 34C3_Yj 
Found shorter combination to 149 15 with 34C3_Zj 
Found shorter combination to 160 55 with 34C3__j 
Found shorter combination to 50 55 with 34C3_aj 
Found shorter combination to 101 55 with 34C3_bj 
Found shorter combination to 33 55 with 34C3_dj 
Found shorter combination to 109 15 with 34C3_fj 
Found shorter combination to 242 15 with 34C3_gj 
Found shorter combination to 65 55 with 34C3_hj 
Found shorter combination to 64 55 with 34C3_ij 
Found shorter combination to 234 55 with 34C3_jj 
Found shorter combination to 188 55 with 34C3_kj 
Found shorter combination to 77 15 with 34C3_lj 
Found shorter combination to 192 15 with 34C3_mj 
Found shorter combination to 131 55 with 34C3_nj 
Found shorter combination to 227 15 with 34C3_qj 
Found shorter combination to 128 55 with 34C3_rj 
Found shorter combination to 20 15 with 34C3_sj 
Found shorter combination to 65 15 with 34C3_wj 
Found shorter combination to 62 15 with 34C3_0j 
Found shorter combination to 73 55 with 34C3_4j 
Found shorter combination to 235 60 with 34C3_4j 
Found shorter combination to 78 55 with 34C3_8j 
Found shorter combination to 241 55 with 34C3_"j 
Found shorter combination to 255 15 with 34C3_.j 
Found shorter combination to 135 75 with 34C3_Ck 
Found shorter combination to 189 75 with 34C3_Ek 
Found shorter combination to 157 35 with 34C3_Fk 
Found shorter combination to 28 75 with 34C3_Gk 
Found shorter combination to 10 35 with 34C3_Lk 
Found shorter combination to 102 75 with 34C3_Ok 
Found shorter combination to 114 35 with 34C3_Pk 
Found shorter combination to 111 75 with 34C3_Qk 
Found shorter combination to 183 35 with 34C3_Rk 
Found shorter combination to 143 35 with 34C3_Tk 
Found shorter combination to 160 35 with 34C3_Uk 
Found shorter combination to 171 35 with 34C3_Vk 
Found shorter combination to 236 35 with 34C3_Zk 
Found shorter combination to 99 75 with 34C3__k 
Found shorter combination to 50 35 with 34C3_ak 
Found shorter combination to 13 75 with 34C3_bk 
Found shorter combination to 232 75 with 34C3_ck 
Found shorter combination to 199 35 with 34C3_ik 
Found shorter combination to 237 35 with 34C3_jk 
Found shorter combination to 214 35 with 34C3_mk 
Found shorter combination to 142 75 with 34C3_nk 
Found shorter combination to 168 75 with 34C3_qk 
Found shorter combination to 144 35 with 34C3_sk 
Found shorter combination to 17 75 with 34C3_xk 
Found shorter combination to 186 35 with 34C3_zk 
Found shorter combination to 48 35 with 34C3_7k 
Found shorter combination to 110 75 with 34C3_"k 
Found shorter combination to 110 35 with 34C3_.k 
Found shorter combination to 64 35 with 34C3_Cl 
Found shorter combination to 169 75 with 34C3_El 
Found shorter combination to 243 75 with 34C3_Gl 
Found shorter combination to 247 75 with 34C3_Kl 
Found shorter combination to 109 75 with 34C3_Pl 
Found shorter combination to 60 75 with 34C3_hl 
Found shorter combination to 13 35 with 34C3_jl 
Found shorter combination to 148 75 with 34C3_kl 
Found shorter combination to 98 35 with 34C3_ll 
Found shorter combination to 251 35 with 34C3_ml 
Found shorter combination to 254 75 with 34C3_pl 
Found shorter combination to 201 75 with 34C3_rl 
Found shorter combination to 70 35 with 34C3_sl 
Found shorter combination to 46 75 with 34C3_wl 
Found shorter combination to 184 75 with 34C3_.l 
Found shorter combination to 59 40 with 34C3_Am 
Found shorter combination to 52 40 with 34C3_Bm 
Found shorter combination to 199 40 with 34C3_Fm 
Found shorter combination to 97 40 with 34C3_Lm 
Found shorter combination to 91 40 with 34C3_Mm 
Found shorter combination to 113 40 with 34C3_Om 
Found shorter combination to 43 0 with 34C3_Tm 
Found shorter combination to 197 40 with 34C3_Wm 
Found shorter combination to 212 0 with 34C3_Xm 
Found shorter combination to 102 0 with 34C3_Zm 
Found shorter combination to 231 0 with 34C3__m 
Found shorter combination to 79 0 with 34C3_am 
Found shorter combination to 132 40 with 34C3_bm 
Found shorter combination to 236 40 with 34C3_dm 
Found shorter combination to 167 0 with 34C3_fm 
Found shorter combination to 15 40 with 34C3_im 
Found shorter combination to 11 0 with 34C3_jm 
Found shorter combination to 107 40 with 34C3_km 
Found shorter combination to 90 40 with 34C3_pm 
Found shorter combination to 255 40 with 34C3_vm 
Found shorter combination to 154 40 with 34C3_wm 
Found shorter combination to 181 0 with 34C3_3m 
Found shorter combination to 66 0 with 34C3_.m 
Found shorter combination to 153 50 with 34C3_An 
Found shorter combination to 134 10 with 34C3_Bn 
Found shorter combination to 81 10 with 34C3_Dn 
Found shorter combination to 27 50 with 34C3_Fn 
Found shorter combination to 45 50 with 34C3_Kn 
Found shorter combination to 172 50 with 34C3_Ln 
Found shorter combination to 239 50 with 34C3_Mn 
Found shorter combination to 82 50 with 34C3_Tn 
Found shorter combination to 114 50 with 34C3_Xn 
Found shorter combination to 149 10 with 34C3_Zn 
Found shorter combination to 160 50 with 34C3__n 
Found shorter combination to 101 50 with 34C3_bn 
Found shorter combination to 33 50 with 34C3_dn 
Found shorter combination to 109 10 with 34C3_fn 
Found shorter combination to 242 10 with 34C3_gn 
Found shorter combination to 65 50 with 34C3_hn 
Found shorter combination to 64 50 with 34C3_in 
Found shorter combination to 106 60 with 34C3_in 
Found shorter combination to 234 50 with 34C3_jn 
Found shorter combination to 188 50 with 34C3_kn 
Found shorter combination to 192 10 with 34C3_mn 
Found shorter combination to 131 50 with 34C3_nn 
Found shorter combination to 128 50 with 34C3_rn 
Found shorter combination to 65 10 with 34C3_wn 
Found shorter combination to 62 10 with 34C3_0n 
Found shorter combination to 73 50 with 34C3_4n 
Found shorter combination to 78 50 with 34C3_8n 
Found shorter combination to 241 50 with 34C3_"n 
Found shorter combination to 255 10 with 34C3_.n 
Found shorter combination to 232 60 with 34C3_co 
Found shorter combination to 17 60 with 34C3_xo 
Found shorter combination to 59 65 with 34C3_Ap 
Found shorter combination to 52 65 with 34C3_Bp 
Found shorter combination to 199 65 with 34C3_Fp 
Found shorter combination to 97 65 with 34C3_Lp 
Found shorter combination to 91 65 with 34C3_Mp 
Found shorter combination to 113 65 with 34C3_Op 
Found shorter combination to 43 25 with 34C3_Tp 
Found shorter combination to 23 25 with 34C3_Vp 
Found shorter combination to 212 25 with 34C3_Xp 
Found shorter combination to 26 25 with 34C3_Yp 
Found shorter combination to 102 25 with 34C3_Zp 
Found shorter combination to 79 25 with 34C3_ap 
Found shorter combination to 132 65 with 34C3_bp 
Found shorter combination to 236 65 with 34C3_dp 
Found shorter combination to 167 25 with 34C3_fp 
Found shorter combination to 186 65 with 34C3_gp 
Found shorter combination to 15 65 with 34C3_ip 
Found shorter combination to 11 25 with 34C3_jp 
Found shorter combination to 107 65 with 34C3_kp 
Found shorter combination to 90 65 with 34C3_pp 
Found shorter combination to 255 65 with 34C3_vp 
Found shorter combination to 154 65 with 34C3_wp 
Found shorter combination to 33 25 with 34C3_2p 
Found shorter combination to 181 25 with 34C3_3p 
Found shorter combination to 130 25 with 34C3_8p 
Found shorter combination to 66 25 with 34C3_.p 
Found shorter combination to 135 70 with 34C3_Cq 
Found shorter combination to 233 70 with 34C3_Dq 
Found shorter combination to 189 70 with 34C3_Eq 
Found shorter combination to 28 70 with 34C3_Gq 
Found shorter combination to 231 30 with 34C3_Hq 
Found shorter combination to 10 30 with 34C3_Lq 
Found shorter combination to 204 30 with 34C3_Mq 
Found shorter combination to 197 70 with 34C3_Nq 
Found shorter combination to 102 70 with 34C3_Oq 
Found shorter combination to 114 30 with 34C3_Pq 
Found shorter combination to 111 70 with 34C3_Qq 
Found shorter combination to 183 30 with 34C3_Rq 
Found shorter combination to 122 30 with 34C3_Sq 
Found shorter combination to 143 30 with 34C3_Tq 
Found shorter combination to 160 30 with 34C3_Uq 
Found shorter combination to 171 30 with 34C3_Vq 
Found shorter combination to 236 30 with 34C3_Zq 
Found shorter combination to 99 70 with 34C3__q 
Found shorter combination to 50 30 with 34C3_aq 
Found shorter combination to 13 70 with 34C3_bq 
Found shorter combination to 232 70 with 34C3_cq 
Found shorter combination to 59 30 with 34C3_fq 
Found shorter combination to 238 30 with 34C3_gq 
Found shorter combination to 246 30 with 34C3_hq 
Found shorter combination to 199 30 with 34C3_iq 
Found shorter combination to 142 70 with 34C3_nq 
Found shorter combination to 168 70 with 34C3_qq 
Found shorter combination to 144 30 with 34C3_sq 
Found shorter combination to 17 70 with 34C3_xq 
Found shorter combination to 186 30 with 34C3_zq 
Found shorter combination to 252 30 with 34C3_4q 
Found shorter combination to 48 30 with 34C3_7q 
Found shorter combination to 227 70 with 34C3_9q 
Found shorter combination to 110 70 with 34C3_"q 
Found shorter combination to 110 30 with 34C3_.q 
Found shorter combination to 23 60 with 34C3_Tr 
Found shorter combination to 84 60 with 34C3_7r 
Found shorter combination to 18 20 with 34C3_9r 
Found shorter combination to 18 60 with 34C3_"r 
Found shorter combination to 31 5 with 34C3_As 
Found shorter combination to 163 45 with 34C3_Bs 
Found shorter combination to 202 45 with 34C3_Cs 
Found shorter combination to 88 5 with 34C3_Ds 
Found shorter combination to 257 5 with 34C3_Es 
Found shorter combination to 180 5 with 34C3_Fs 
Found shorter combination to 93 45 with 34C3_Hs 
Found shorter combination to 208 45 with 34C3_Is 
Found shorter combination to 83 45 with 34C3_Ls 
Found shorter combination to 49 5 with 34C3_Ms 
Found shorter combination to 42 5 with 34C3_Ss 
Found shorter combination to 198 5 with 34C3_Us 
Found shorter combination to 58 45 with 34C3_Vs 
Found shorter combination to 57 45 with 34C3_Zs 
Found shorter combination to 129 45 with 34C3_bs 
Found shorter combination to 106 5 with 34C3_ds 
Found shorter combination to 34 45 with 34C3_hs 
Found shorter combination to 232 5 with 34C3_js 
Found shorter combination to 163 5 with 34C3_ms 
Found shorter combination to 54 45 with 34C3_ns 
Found shorter combination to 91 5 with 34C3_4s 
Found shorter combination to 28 5 with 34C3_8s 
Found shorter combination to 137 5 with 34C3_9s 
Found shorter combination to 135 50 with 34C3_Ct 
Found shorter combination to 189 50 with 34C3_Et 
Found shorter combination to 157 10 with 34C3_Ft 
Found shorter combination to 28 50 with 34C3_Gt 
Found shorter combination to 10 10 with 34C3_Lt 
Found shorter combination to 102 50 with 34C3_Ot 
Found shorter combination to 114 10 with 34C3_Pt 
Found shorter combination to 111 50 with 34C3_Qt 
Found shorter combination to 183 10 with 34C3_Rt 
Found shorter combination to 143 10 with 34C3_Tt 
Found shorter combination to 160 10 with 34C3_Ut 
Found shorter combination to 171 10 with 34C3_Vt 
Found shorter combination to 236 10 with 34C3_Zt 
Found shorter combination to 99 50 with 34C3__t 
Found shorter combination to 50 10 with 34C3_at 
Found shorter combination to 232 50 with 34C3_ct 
Found shorter combination to 238 10 with 34C3_gt 
Found shorter combination to 199 10 with 34C3_it 
Found shorter combination to 237 10 with 34C3_jt 
Found shorter combination to 214 10 with 34C3_mt 
Found shorter combination to 142 50 with 34C3_nt 
Found shorter combination to 168 50 with 34C3_qt 
Found shorter combination to 17 50 with 34C3_xt 
Found shorter combination to 48 10 with 34C3_7t 
Found shorter combination to 110 50 with 34C3_"t 
Found shorter combination to 110 10 with 34C3_.t 
Found shorter combination to 233 45 with 34C3_Au 
Found shorter combination to 228 5 with 34C3_Gu 
Found shorter combination to 196 45 with 34C3_Lu 
Found shorter combination to 174 45 with 34C3_Mu 
Found shorter combination to 37 5 with 34C3_Nu 
Found shorter combination to 215 45 with 34C3_Pu 
Found shorter combination to 118 45 with 34C3_Ru 
Found shorter combination to 250 5 with 34C3_Wu 
Found shorter combination to 127 5 with 34C3_Xu 
Found shorter combination to 214 45 with 34C3_Yu 
Found shorter combination to 227 45 with 34C3_hu 
Found shorter combination to 158 45 with 34C3_iu 
Found shorter combination to 152 45 with 34C3_lu 
Found shorter combination to 252 5 with 34C3_nu 
Found shorter combination to 59 5 with 34C3_pu 
Found shorter combination to 29 45 with 34C3_qu 
Found shorter combination to 182 5 with 34C3_su 
Found shorter combination to 256 5 with 34C3_vu 
Found shorter combination to 24 5 with 34C3_2u 
Found shorter combination to 154 5 with 34C3_7u 
Found shorter combination to 183 45 with 34C3_9u 
Found shorter combination to 175 45 with 34C3_.u 
Found shorter combination to 153 65 with 34C3_Av 
Found shorter combination to 81 25 with 34C3_Dv 
Found shorter combination to 45 65 with 34C3_Kv 
Found shorter combination to 239 65 with 34C3_Mv 
Found shorter combination to 82 65 with 34C3_Tv 
Found shorter combination to 149 25 with 34C3_Zv 
Found shorter combination to 160 65 with 34C3__v 
Found shorter combination to 101 65 with 34C3_bv 
Found shorter combination to 33 65 with 34C3_dv 
Found shorter combination to 109 25 with 34C3_fv 
Found shorter combination to 242 25 with 34C3_gv 
Found shorter combination to 65 65 with 34C3_hv 
Found shorter combination to 64 65 with 34C3_iv 
Found shorter combination to 234 65 with 34C3_jv 
Found shorter combination to 188 65 with 34C3_kv 
Found shorter combination to 131 65 with 34C3_nv 
Found shorter combination to 128 65 with 34C3_rv 
Found shorter combination to 65 25 with 34C3_wv 
Found shorter combination to 62 25 with 34C3_0v 
Found shorter combination to 73 65 with 34C3_4v 
Found shorter combination to 78 65 with 34C3_8v 
Found shorter combination to 241 65 with 34C3_"v 
Found shorter combination to 255 25 with 34C3_.v 
Found shorter combination to 233 40 with 34C3_Aw 
Found shorter combination to 228 0 with 34C3_Gw 
Found shorter combination to 196 40 with 34C3_Lw 
Found shorter combination to 174 40 with 34C3_Mw 
Found shorter combination to 37 0 with 34C3_Nw 
Found shorter combination to 215 40 with 34C3_Pw 
Found shorter combination to 118 40 with 34C3_Rw 
Found shorter combination to 250 0 with 34C3_Ww 
Found shorter combination to 127 0 with 34C3_Xw 
Found shorter combination to 214 40 with 34C3_Yw 
Found shorter combination to 227 40 with 34C3_hw 
Found shorter combination to 158 40 with 34C3_iw 
Found shorter combination to 152 40 with 34C3_lw 
Found shorter combination to 252 0 with 34C3_nw 
Found shorter combination to 59 0 with 34C3_pw 
Found shorter combination to 29 40 with 34C3_qw 
Found shorter combination to 182 0 with 34C3_sw 
Found shorter combination to 256 0 with 34C3_vw 
Found shorter combination to 24 0 with 34C3_2w 
Found shorter combination to 154 0 with 34C3_7w 
Found shorter combination to 183 40 with 34C3_9w 
Found shorter combination to 175 40 with 34C3_.w 
Found shorter combination to 233 55 with 34C3_Ax 
Found shorter combination to 228 15 with 34C3_Gx 
Found shorter combination to 88 55 with 34C3_Ix 
Found shorter combination to 173 55 with 34C3_Jx 
Found shorter combination to 196 55 with 34C3_Lx 
Found shorter combination to 174 55 with 34C3_Mx 
Found shorter combination to 37 15 with 34C3_Nx 
Found shorter combination to 176 55 with 34C3_Ox 
Found shorter combination to 215 55 with 34C3_Px 
Found shorter combination to 108 55 with 34C3_Qx 
Found shorter combination to 118 55 with 34C3_Rx 
Found shorter combination to 250 15 with 34C3_Wx 
Found shorter combination to 127 15 with 34C3_Xx 
Found shorter combination to 214 55 with 34C3_Yx 
Found shorter combination to 103 55 with 34C3__x 
Found shorter combination to 205 55 with 34C3_ax 
Found shorter combination to 240 55 with 34C3_gx 
Found shorter combination to 227 55 with 34C3_hx 
Found shorter combination to 158 55 with 34C3_ix 
Found shorter combination to 221 15 with 34C3_jx 
Found shorter combination to 152 55 with 34C3_lx 
Found shorter combination to 252 15 with 34C3_nx 
Found shorter combination to 59 15 with 34C3_px 
Found shorter combination to 29 55 with 34C3_qx 
Found shorter combination to 182 15 with 34C3_sx 
Found shorter combination to 256 15 with 34C3_vx 
Found shorter combination to 24 15 with 34C3_2x 
Found shorter combination to 154 15 with 34C3_7x 
Found shorter combination to 183 55 with 34C3_9x 
Found shorter combination to 175 55 with 34C3_.x 
Found shorter combination to 135 45 with 34C3_Cy 
Found shorter combination to 189 45 with 34C3_Ey 
Found shorter combination to 28 45 with 34C3_Gy 
Found shorter combination to 10 5 with 34C3_Ly 
Found shorter combination to 102 45 with 34C3_Oy 
Found shorter combination to 114 5 with 34C3_Py 
Found shorter combination to 111 45 with 34C3_Qy 
Found shorter combination to 183 5 with 34C3_Ry 
Found shorter combination to 143 5 with 34C3_Ty 
Found shorter combination to 160 5 with 34C3_Uy 
Found shorter combination to 171 5 with 34C3_Vy 
Found shorter combination to 236 5 with 34C3_Zy 
Found shorter combination to 99 45 with 34C3__y 
Found shorter combination to 50 5 with 34C3_ay 
Found shorter combination to 232 45 with 34C3_cy 
Found shorter combination to 238 5 with 34C3_gy 
Found shorter combination to 199 5 with 34C3_iy 
Found shorter combination to 142 45 with 34C3_ny 
Found shorter combination to 168 45 with 34C3_qy 
Found shorter combination to 17 45 with 34C3_xy 
Found shorter combination to 48 5 with 34C3_7y 
Found shorter combination to 110 45 with 34C3_"y 
Found shorter combination to 110 5 with 34C3_.y 
Found shorter combination to 22 30 with 34C3_Az 
Found shorter combination to 98 70 with 34C3_Ez 
Found shorter combination to 180 70 with 34C3_Hz 
Found shorter combination to 182 70 with 34C3_Jz 
